"","Location","X","newDates","snips","items","sources","URL","Date","wellFormed","week","weekNum","lng","lat","adminName1"
"1693","HARRISONBURG",846,"Friday, July 13, 2007","HARRISONBURG - No new cases of avian flu antibodies have been detected in ongoing testing near an unidentified poultry farm in Shenandoah County, Virginia Poultry Federation President Hobey Bauhan reported Thursday.","No New Flu Discovered","Rocktown Weekly","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4160",2007-07-13,TRUE,5,-525,"-78.86892","38.44957","Virginia"
"1694","HARRISONBURG",844,"Sunday, July 15, 2007","HARRISONBURG -- The loss from the discovery of avian influenza antibodies in turkeys at a Shenandoah County farm could be as much as $600,000, according to the U.S. Department of Agriculture.","Turkey scare loss could be $600,000","Richmond Times Dispatch","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4160",2007-07-15,TRUE,0,-524,"-78.86892","38.44957","Virginia"
"1695","Havana",867,"Monday, July 23, 2007","Havana - Cuban Deputy Health Minister Gonzalo Estevez said Friday that Cuba has in place a reinforced security system to quickly detect avian flu, a disease that has hit several countries in Southeast Asia. ","Cuba Alert Against Bird Flu","Periodico26","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4140",2007-07-23,TRUE,1,-523,"-82.38304","23.13302","La Habana"
"1696","HCM CITY",925,"Thursday, August 30, 2007","HCM CITY - Bird flu has reoccurred in the Mekong Delta provinces of Tra Vinh and Dong Thap, according to the Animal Health Department under the Ministry of Agriculture and Rural Development.","Avian flu returns to Delta","VietnamNews","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4080",2007-08-30,TRUE,4,-518,NA,NA,NA
"1697","HCM CITY",318,"Monday, January 29, 2007","HCM CITY - The Ministry of Agriculture and Rural Development on Thursday sent three veterinarian teams to the Mekong River delta to intensify the region’s fight against bird flu.","Reinforcements called up to battle Mekong Delta bird flu","VNS","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4700",2007-01-29,TRUE,1,-548,NA,NA,NA
"1698","Highl",1324,"Wednesday, June 03, 2015","Highly-pathogenic avian influenza A H5 viruses have been identified in birds in the United States since December 2014. The purpose of this HAN Advisory is to notify public health workers and clinicians of the potential for human infection with these viruses and to describe CDC recommendations for patient investigation and testing, infection control including the use personal protective equipment, and antiviral treatment and prophylaxis.","Highly-Pathogenic Avian Influenza A Viruses: Recommendations for Human Health Investigations and Response","http://emergency.cdc.gov/","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=620",2015-06-03,TRUE,3,-113,"-105.00151","39.55619","Colorado"
"1699","HO CHI MINH CITY",185,"Wednesday, December 27, 2006","HO CHI MINH CITY - The Agriculture and Rural Development Department in the southern province, one of the two localities suffering from the recurrence, on Tuesday said the infection in Hoa Binh district’s Vinh Binh commune had been brought under control. Nearly one year since the last outbreak in Vietnam, the southern province was forced to slaughter over 1,500 fowl in the district. ","Bird flu in check after recurrence in Vietnam","Thanh Nien News","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4820",2006-12-27,TRUE,3,-553,"106.62965","10.82302","Ho Chi Minh City"
"1700","HOLTON",565,"Thursday, March 29, 2007","HOLTON - workers will be laid off at troubled turkey producer Bernard Matthews as poor sales continue in the wake of the bird flu outbreak.","Troubled Turkey Firm Axes More Staff","EADT24","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4440",2007-03-29,TRUE,4,-540,"-73.65838","45.13618","Quebec"
"1701","HONG KON",2530,"Monday, February 07, 2011","HONG KONG- A duck carcass found in Tai O last week tested positive for H5N1 avian influenza virus, a spokesman for the city's Agriculture, Fisheries and Conservation Department said on Monday.The duck carcass was collected at a beach near Po Chue Tam, Yeung Hau Temple, Tai O on 3 February.","Dead Duck Tests H5N1 Positive in Hong Kong","Xinhua","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2480",2011-02-07,TRUE,1,-338,"114.15769","22.28552","Central and Western"
"1702","Hong Kong",582,"Thursday, April 05, 2007","Hong Kong - Bird flu is spreading among Hong Kong’s wild birds, while China remains silent regarding new cases of infection.   ","Bird flu found among Hong Kong’s migratory birds. China remains silent","AsiaNews.it","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4420",2007-04-05,TRUE,4,-539,"114.15769","22.28552","Central and Western"
"1703","HONG KONG",297,"Tuesday, January 23, 2007","HONG KONG - Hong Kong confirmed on Monday that three more dead birds found in the city carried the H5N1 virus, the third such case this month in the wealthy city.The carcasses of the trio of birds -- a Japanese White-eye, a House Crow and a White-backed Munia -- had been picked up last week and subjected to a battery of tests, the Agriculture, Fisheries and Conservation Department said in a statement.","Hong Kong says more birds test positive for H5N1","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4720",2007-01-23,TRUE,2,-549,"114.15769","22.28552","Central and Western"
"1704","HONG KONG",1896,"Wednesday, May 31, 2017","HONG KONG - The Centre for Food Safety (CFS) of the Food and Environmental Hygiene Department announced today that in view of a notification from the World Organisation for Animal Health (OIE) about outbreaks of high pathogenic H5 avian influenza in the Democratic Republic of the Congo, it has banned the import of poultry meat and products (including poultry eggs) from the country with immediate effect to protect public health in Hong Kong.","HK Bans Imports of Congolese Poultry Meat, Products","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=60",2017-05-31,TRUE,3,-9,"114.15769","22.28552","Central and Western"
"1705","HONG KONG",1733,"Thursday, November 27, 2008","HONG KONG - Hong Kong has resumed importing poultry meat and products from the entire UK, lifting the import suspension on Oxfordshire and Warwickshire counties.","HK Resumes British Poultry Imports","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3280",2008-11-27,TRUE,4,-453,"114.15769","22.28552","Central and Western"
"1706","HONG KONG",946,"Wednesday, January 28, 2015","HONG KONG - On 23 January 2015, the Department of Health, Hong Kong Special Administrative Region notified WHO of one additional laboratory-confirmed case of human infection with avian influenza A(H7N9) virus. The patient is a 79-year-old man who developed symptoms on 19 January and was admitted to hospital, where he is in a stable condition. Based on information available thus far, it is considered that the patient was infected outside Hong Kong. Initial epidemiological investigations revealed that he travelled to Zhangmutou, Dongguan, Guangdong on 5 January. During his travels, the patient visited a wet market with live poultry stalls but had no direct contact with poultry. He returned to Hong Kong on 19 January. ","Human Infection with Avian Influenza A(H7N9) Virus – China","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1000",2015-01-28,TRUE,3,-131,"114.15769","22.28552","Central and Western"
"1707","HONG KONG",1085,"Friday, December 14, 2007","HONG KONG - A wild heron in Hong Kong has tested positive for the H5N1 bird flu virus, prompting authorities to close a bird reserve on the border with China on Friday.","Hong Kong bird Reserve Closed After H5N1 Case","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3920",2007-12-14,TRUE,5,-503,"114.15769","22.28552","Central and Western"
"1708","HONG KONG",866,"Wednesday, December 31, 2014","HONG KONG - Around 15,000 birds have been culled after the H7N9 bird flu virus was detected at a market, and poultry imports from mainland China have been halted.","Poultry Culled in Hong Kong after Bird Flu Virus Detected","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1080",2014-12-31,TRUE,3,-135,"114.15769","22.28552","Central and Western"
"1709","HONG KONG",413,"Monday, December 09, 2013","HONG KONG - Hong Kong has quarantined an additional 19 people after the city confirmed its second human case of the deadly H7N9 bird flu, less than five days after it confirmed its first, officials said.","Hong Kong Quarantines 19 for Bird Flu","ShanghaiDaily.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1540",2013-12-09,TRUE,1,-190,"114.15769","22.28552","Central and Western"
"1710","HONG KONG",1226,"Thursday, February 14, 2008","HONG KONG - A dead gray heron found in Hong Kong tested positive for the virulent H5N1 strain of bird flu, the third such case this year in the territory, the government said Thursday.","Dead gray heron in Hong Kong tests positive for bird flu","The China Post","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3780",2008-02-14,TRUE,4,-494,"114.15769","22.28552","Central and Western"
"1711","HONG KONG",1742,"Monday, December 15, 2008","HONG KONG - Christmas holidays often involve close contact with friends and family, and often a lot of travel, at a time of year when our immune system is at its lowest. Flu vaccination before travel is often advised due to the high risk of flu transmission from person to person in crowded places such as airports and on aeroplanes at this time of year.","Risk of Influenza over Christmas","CambridgeNetwork.co.uk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3260",2008-12-15,TRUE,1,-450,"114.15769","22.28552","Central and Western"
"1712","HONG KONG",2970,"Friday, July 13, 2012","HONG KONG - The Hong Kong government (HKG) has decided to recommend Re-5 H5N1 AI vaccine as an alternative to the existing Intervet Nobilis H5N2 AI vaccine for the mandatory vaccination program in local poultry farms after a 12-month successful field trial in two farms.","Govt Approves New AI Vaccine for Poultry","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2040",2012-07-13,TRUE,5,-264,"114.15769","22.28552","Central and Western"
"1713","HONG KONG",361,"Friday, November 15, 2013","HONG KONG - Live chicken supply to Hong Kong is normal despite a confirmed human avian influenza A (H7N9) case in Guangdong Province.","Human H7N9 Case Confirmed in HK’s 'Backyard'","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1580",2013-11-15,TRUE,5,-194,"114.15769","22.28552","Central and Western"
"1714","HONG KONG",2839,"Friday, January 27, 2012","HONG KONG - A spokesman for the Agriculture, Fisheries and Conservation Department (AFCD) said that a goose carcase found in Sham Tseng was confirmed to be H5N1 positive after laboratory testing.","Goose Carcase in Sham Tseng Positive for H5N1","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2180",2012-01-27,TRUE,5,-288,"114.15769","22.28552","Central and Western"
"1715","HONG KONG",450,"Tuesday, January 14, 2014","HONG KONG - Hong Kong officials are reporting that a second patient has died after contracting the H7N9 bird flu virus, according to the South China Morning Post.","Hong Kong Records Second Bird Flu Death","Time","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1500",2014-01-14,TRUE,2,-185,"114.15769","22.28552","Central and Western"
"1716","HONG KONG",506,"Thursday, February 13, 2014","HONG KONG - Hong Kong Wednesday confirmed a new human case of the deadly H7N9 avian flu, the fifth to be discovered in the city.","Hong Kong Reports Fifth H7N9 Bird Flu Case","Bangkok Post","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1440",2014-02-13,TRUE,4,-181,"114.15769","22.28552","Central and Western"
"1717","HONG KONG",1995,"Monday, March 02, 2009","HONG KONG - A team of scientists from the University of Hong Kong and the United States on Sunday said they have developed a new vaccine strategy against the H5N1 bird flu virus by genetically modifying a smallpox vaccine.","Scientists Modify Smallpox Vaccine to Fight H5N1 Bird Flu","Philstar.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3020",2009-03-02,TRUE,1,-439,"114.15769","22.28552","Central and Western"
"1718","HONG KONG",236,"Monday, January 08, 2007","HONG KONG - Tests have determined that a dead finch discovered last week in Hong Kong was carrying the deadly H5N1 strain of the bird flu virus, according to the city's Agriculture, Fisheries and Conservation Department.","HK controls tightened after bird flu verified","Eastday.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4780",2007-01-08,TRUE,1,-551,"114.15769","22.28552","Central and Western"
"1719","HONG KONG",203,"Friday, January 05, 2007","HONG KONG - Hong Kong was on bird flu alert on Friday after a wild bird found in a busy shopping area was tested positive for the avian flu virus.","Hong Kong once again on avian flu radar","The Hindustan Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4800",2007-01-05,TRUE,5,-552,"114.15769","22.28552","Central and Western"
"1720","HONG KONG",1753,"Tuesday, December 09, 2008","HONG KONG - More than 80,000 chickens will be culled in Hong Kong after bird flu was found in a poultry farm, the first outbreak in a farm here in nearly six years, health authorities said Tuesday.","Bird Flu Found in Hong Kong Chicken Farm","Yahoo! News","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3260",2008-12-09,TRUE,2,-451,"114.15769","22.28552","Central and Western"
"1721","HONG KONG",2452,"Monday, November 01, 2010","HONG KONG - On 28 October, the Agriculture, Fisheries and Conservation Department of Hong Kong conducted a field simulation exercise to review the department's preparedness in case a poultry culling operation was required in response to an outbreak of highly pathogenic avian influenza (HPAI) in the city.","Hong Kong Holds Avian Flu Outbreak Exercise","Xinhua","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2560",2010-11-01,TRUE,1,-352,"114.15769","22.28552","Central and Western"
"1722","HONG KONG",1489,"Monday, June 30, 2008","HONG KONG - A third of the 260 poultry stalls in 64 marketplaces in Hong Kong met requirements to resume sales of live chickens on July 2, the South China Morning Post said, citing Director of Food and Environmental Hygiene Cheuk Wing-hing. ","Third of Poultry Stalls Pass Hygiene Rules, Hong Kong Post Says","Bloomberg","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3520",2008-06-30,TRUE,1,-474,"114.15769","22.28552","Central and Western"
"1723","HONG KONG",1201,"Friday, April 24, 2015","HONG KONG - Researchers have pinpointed a human gene that is associated with severe disease in 2009 H1N1 (pH1N1) flu and also with contracting H7N9 influenza.","Study Identifies Gene Tied to Severe 2009 H1N1, H7N9 Infection","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=740",2015-04-24,TRUE,5,-119,"114.15769","22.28552","Central and Western"
"1724","HONG KONG",1486,"Tuesday, July 01, 2008","HONG KONG - Government officials in Hong Kong, in an effort to stem to spread of the H5N1 avian influenza virus, recently followed through with their proposal to ban live poultry from overnight stays in market stalls and retail outlets.","Hong Kong Places Curbs on Market Poultry","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3520",2008-07-01,TRUE,2,-474,"114.15769","22.28552","Central and Western"
"1725","HONG KONG",2349,"Wednesday, March 31, 2010","HONG KONG - The Mai Po Nature Reserve has been closed for three weeks following a suspected case of avian flu in a dead barn swallow near the area.","Mai Po Closes on Likely Bird Flu Case","The Standard","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2660",2010-03-31,TRUE,3,-383,"114.15769","22.28552","Central and Western"
"1726","HONG KONG",2902,"Thursday, April 19, 2012","HONG KONG - Agricultural authorities have culled about 95,000 chickens following an outbreak of the H5N1 bird flu virus in northwest China.","Bird Flu 'Epidemic' Sparks Chicken Cull","The Standard","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2100",2012-04-19,TRUE,4,-276,"114.15769","22.28552","Central and Western"
"1727","HONG KONG",1264,"Monday, March 10, 2008","HONG KONG - An oriental magpie robin found dead earlier in Hong Kong has tested positive for the deadly H5N1 strain of the bird flu virus, the Agriculture, Fisheries and Conservation Department of Hong Kong Special Administrative Region said in a press release Friday.","Dead bird found in HK tests positive for H5N1","Xinhua","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3740",2008-03-10,TRUE,1,-490,"114.15769","22.28552","Central and Western"
"1728","HONG KONG",1347,"Wednesday, April 09, 2008","HONG KONG - The risk of widescale human-to-human transmission of bird flu in Hong Kong has not increased despite confirmation of an individual case in Nanjing, according to health chiefs.","Health Chiefs Seek to Allay Bird Flu Fears","TheStandard","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3660",2008-04-09,TRUE,3,-486,"114.15769","22.28552","Central and Western"
"1729","HONG KONG",1228,"Wednesday, February 13, 2008","HONG KONG - Hong Kong health workers disinfected two wholesale food markets on Wednesday following the discovery of a dead wild bird suspected to have died from bird flu.","Hong Kong disinfects markets after bird flu scare","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3780",2008-02-13,TRUE,3,-494,"114.15769","22.28552","Central and Western"
"1730","HONG KONG",1696,"Tuesday, June 07, 2016","HONG KONG - The Hong Kong Special Administrative Region (SAR) government has decided to suspend live poultry trade after H7N9 bird flu was detected by spot check at a local street market.","Hong Kong Suspends Live Poultry Trade After H7N9 Bird Flu Finding","ThePoultrySite","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=260",2016-06-07,TRUE,2,-60,"114.15769","22.28552","Central and Western"
"1731","HONG KONG",1496,"Wednesday, June 25, 2008","HONG KONG - The Hong Kong government came to the ""daily cull"" decision for the livestock industry on Tuesday to avoid outbreak of H5N1 in the city. ","Unsold Live Chickens to be Culled Daily in HK","ChinaView","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3520",2008-06-25,TRUE,3,-475,"114.15769","22.28552","Central and Western"
"1732","HONG KONG",298,"Tuesday, January 23, 2007","HONG KONG - The Center for Health Protection (CHP) of the Hong Kong government announced Monday that it has been notified by the Guangdong Province Health Department of the Chinese mainland that there was no human case of avian influenza and atypical pneumonia in the province.","HK reviews inter-departmental efforts to prevent avian flu","People's Daily Online","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4720",2007-01-23,TRUE,2,-549,"114.15769","22.28552","Central and Western"
"1733","HONG KONG",1720,"Tuesday, November 11, 2008","HONG KONG - The processing of applications for importing poultry and poultry products from Thailand to Hong Kong has been suspended following confirmation of an avian influenza case on a farm in the country.","HK Suspends Thai Poultry Import Applications","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3300",2008-11-11,TRUE,2,-455,"114.15769","22.28552","Central and Western"
"1734","HONG KONG",2145,"Tuesday, June 23, 2009","HONG KONG - Experts on the H5N1 bird flu virus are divided on how to treat patients infected by the virus, which kills 60 per cent of its victims.","Conflict over Bird Flu Remedy","The Straits Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2860",2009-06-23,TRUE,2,-423,"114.15769","22.28552","Central and Western"
"1735","HONG KONG",2445,"Monday, November 22, 2010","HONG KONG - The Centre for Health Protection (CHP) of the Department of Health (DH), Hong Kong, China, has reported a new confirmed human case of H5N1 infection on 17 Nov 2010. The case is a 59-year-old female. She had onset of symptoms on 2 November and was admitted to hospital on 14 November. She was diagnosed to have pneumonia and is now in a critical condition. So far, a total of 21 human cases of influenza A (H5N1) infection were recorded in Hong Kong SAR China, including 18 cases in 1997, two cases in 2003 and the current case in 2010. ","Avian Influenza – Situation in China, Hong Kong Special Administrative Region","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2560",2010-11-22,TRUE,1,-349,"114.15769","22.28552","Central and Western"
"1736","HONG KONG",881,"Monday, January 12, 2015","HONG KONG - With imports from China stopped on fears of avian flu, sales of chickens reared in the local area are selling well as markets in Hong Kong. ","Local Poultry Selling Well at Hong Kong Markets","ThePoultrySite News Desk ","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1060",2015-01-12,TRUE,1,-133,"114.15769","22.28552","Central and Western"
"1737","HONG KONG",1744,"Friday, December 12, 2008","HONG KONG - The avian flu virus found in a Yuen Long chicken farm is the deadly H5N1 strain, the government has confirmed.","Vigilance Urged over Return of H5N1","The Standard","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3260",2008-12-12,TRUE,5,-451,"114.15769","22.28552","Central and Western"
"1738","HONG KONG",106,"Thursday, November 16, 2006","HONG KONG - A group of scientists has discovered two spots on the H5N1 bird flu virus that need to mutate for the virus to infect people more easily.The virus has surface proteins that bind more easily to ""receptors"" lining respiratory tracts of birds, rather than receptors in humans. This means it easily causes disease in animals such as poultry but is much harder for humans to be infected.","Experts identify key mutations in bird flu virus","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4900",2006-11-16,TRUE,4,-559,"114.15769","22.28552","Central and Western"
"1739","HONG KONG",451,"Monday, February 19, 2007","HONG KONG - Preliminary tests on a common kestrel found dead in Hong Kong have indicated it was infected with the milder H5 strain of bird flu.The bird was found in Pak Tin estate on Tuesday, a spokesman for the Agriculture, Fisheries and Conservation Department said in a statement Saturday, adding that further tests were now being conducted.","Bernard Matthews staff 'laid off'","France24","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4560",2007-02-19,TRUE,1,-545,"114.15769","22.28552","Central and Western"
"1740","HONG KONG",521,"Wednesday, February 26, 2014","HONG KONG - A bird flu expert says government officials should abandon their plans to resume live chicken imports from the mainland if a permanent segregation site cannot be found.Malik Peiris, a professor at the University of Hong Kong's School of Public Health, also expressed concern over a plan to store mainland and local poultry at different times at Cheung Sha Wan Wholesale Poultry Market as an interim measure.""Unless they have a separate place to have live imports from the mainland, this idea of mixing is probably not a good idea,"" said Peiris, who is also acting director of HKU Public Health Laboratory Sciences. ""It is quite risky.""","Forget Mainland China Poultry, Urges Hong Kong Flu Expert","The Standard","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1420",2014-02-26,TRUE,3,-179,"114.15769","22.28552","Central and Western"
"1741","HONG KONG",2018,"Friday, March 06, 2009","HONG KONG - Wild birds might be to blame for an avian flu outbreak at a local chicken farm here three months ago, the local government said today.","Wild Birds Likely Avian Flu Outbreak Source in HK","Philstar.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3000",2009-03-06,TRUE,5,-439,"114.15769","22.28552","Central and Western"
"1742","HONG KONG",2927,"Monday, May 07, 2012","HONG KONG - A carcass of a crested myna found on 27 April in Hong Kong was confirmed to be H5N1-positive after a series of laboratory tests, the city's Agriculture, Fisheries and Conservation Department (AFCD) said here Monday.","Dead Bird H5N1 Positive in Hong Kong","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2080",2012-05-07,TRUE,1,-273,"114.15769","22.28552","Central and Western"
"1743","HONG KONG",551,"Thursday, March 22, 2007","HONG KONG - Experts renewed calls yesterday for a quick end to an age-old practice of selling live poultry in Hong Kong after a baby picked up a mild form of bird flu from a market. ","HK flu scare puts heat on markets","CHINAdaily","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4460",2007-03-22,TRUE,4,-541,"114.15769","22.28552","Central and Western"
"1744","HONG KONG",2817,"Thursday, January 12, 2012","HONG KONG - Live chicken retailers have placed huge orders for the first trading day, as a 21 day ban on the sale of live poultry is lifted today. Meantime, the risk of an avian flu outbreak has been lowered by health authorities.","Hong Kong Resumes Sales of Live Poultry","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2200",2012-01-12,TRUE,4,-290,"114.15769","22.28552","Central and Western"
"1745","HONG KONG",2904,"Monday, April 16, 2012","HONG KONG - The Hong Kong veterinary authorities have reported another case of highly pathogenic avian influenza in an Oriental Magpie Robin in Hung Hom.","HPAI Identified in One Oriental Magpie Robin","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2100",2012-04-16,TRUE,1,-276,"114.15769","22.28552","Central and Western"
"1746","HONG KONG",1474,"Wednesday, June 18, 2008","HONG KONG - Imports of live poultry and other products from Xinhui, Jiangmen in Guangdong have been suspended for 21 days. ","Bird Flu Infections Force Ban on Imports","ThePoultrySite","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3540",2008-06-18,TRUE,3,-476,"114.15769","22.28552","Central and Western"
"1747","HONG KONG",458,"Friday, January 10, 2014","HONG KONG - The ban on live poultry from Shenzhen - the Chinese city to the north of Hong Kong - is to remain following confirmation of a third human case of H7N9 avian influenza. ","Hong Kong Continues Ban on Local Chinese Poultry","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1500",2014-01-10,TRUE,5,-186,"114.15769","22.28552","Central and Western"
"1748","HONG KONG",2798,"Thursday, December 22, 2011","HONG KONG - Thousands of birds have been culled in Hong Kong after a chicken carcase was found infected with bird flu at a poultry market.","Bird Flu Alert in Hong Kong; Ban on Live Poultry Sales","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2220",2011-12-22,TRUE,4,-293,"114.15769","22.28552","Central and Western"
"1749","HONG KONG",2756,"Monday, October 31, 2011","HONG KONG - The Agriculture, Fisheries and Conservation Department (AFCD) of Hong Kong on Thursday conducted a field simulation exercise to review its preparedness in case a poultry culling operation is required in response to an outbreak of highly pathogenic avian influenza (HPAI) in the territory. The exercise provided a scenario for relevant staff to familiarise themselves with the work procedures and biosecurity measures for carrying out the operation, and to identify areas for improvement in the response plans.","Dutch Declare Low-Path Bird Flu Resolved","Xinhua","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2260",2011-10-31,TRUE,1,-300,"114.15769","22.28552","Central and Western"
"1750","HONG KONG",2186,"Wednesday, October 14, 2009","HONG KONG - Chinese vaccine developer Sinovac Biotech Ltd announced that its wholly-owned subsidiary, Sinovac Biotech Ltd, received approval to distribute its PanFlu vaccine for the treatment of the H5N1 pandemic influenza (bird flu) in Hong Kong. ","Sinovac's Bird Flu Vaccine Wins Approval in Hong Kong","Proactive Investors","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2820",2009-10-14,TRUE,3,-407,"114.15769","22.28552","Central and Western"
"1751","HONG KONG",1452,"Saturday, June 07, 2008","HONG KONG - Hong Kong health authorities closed down a poultry market here Saturday after excrement samples collected from hencoops at the marketplace were confirmed infected with the deadly strain of H5N1 avian influenza virus, writes Du Guodong, Xinhua. ","H5N1 found in Hong Kong Market","ThePoultrySite","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3560",2008-06-07,TRUE,6,-478,"114.15769","22.28552","Central and Western"
"1752","HONG KONG",100,"Wednesday, April 10, 2013","HONG KONG - Hong Kong Chief Executive CY Leung said that the government will ensure adequate manpower and resources to fight any possible H7N9 outbreak in the city.","HK CE Pledges Resources to Fight H7N9","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1860",2013-04-10,TRUE,3,-225,"114.15769","22.28552","Central and Western"
"1753","HONG KONG",1602,"Friday, September 26, 2008","HONG KONG - Hong Kong has resumed importing poultry meat and products from Thailand as the country has taken control measures and no more avian flu cases have been reported, the Centre for Food Safety said yesterday.","Thai Poultry Imports Resume","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3400",2008-09-26,TRUE,5,-462,"114.15769","22.28552","Central and Western"
"1754","HONG KONG",496,"Wednesday, January 29, 2014","HONG KONG - The Agriculture, Fisheries and Conservation Department (AFCD) has completed the poultry culling operation by around 11pm yesterday (28 January).","Culling Operation Completed","AFCD","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1460",2014-01-29,TRUE,3,-183,"114.15769","22.28552","Central and Western"
"1755","HONG KONG",2006,"Friday, March 13, 2009","HONG KONG - Hong Kong authorities said on Thursday that a dead chicken found in the territory had tested positive for the deadly H5N1 strain of the bird flu virus. ","HK Bird Tests Positive for H5N1","The Straits Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3000",2009-03-13,TRUE,5,-438,"114.15769","22.28552","Central and Western"
"1756","HONG KONG",2177,"Friday, July 10, 2009","HONG KONG - The Centre for Food Safety has resumed processing applications for importing poultry and poultry products from South Korea.","HK Resumes South Korean Poultry Imports","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2840",2009-07-10,TRUE,5,-421,"114.15769","22.28552","Central and Western"
"1757","HONG KONG",96,"Tuesday, October 31, 2006","HONG KONG - Experts have renewed their warnings of a bird flu pandemic after a new resistant strain of the H5N1 virus deadly to humans and poultry was found to have spread throughout the region.","Bird flu mutates to remain serious pandemic risk.","Forbes","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4920",2006-10-31,TRUE,2,-561,"114.15769","22.28552","Central and Western"
